artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
,Logged In,Adler,M,0,Barrera,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54084E+12,248,,200,1.54147E+12,100
Gustavo Cerati,Logged In,Adler,M,1,Barrera,249.44281,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54084E+12,248,Uno Entre 1000,200,1.54147E+12,100
Limp Bizkit,Logged In,Adler,M,2,Barrera,270.49751,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54084E+12,248,Behind Blue Eyes,200,1.54147E+12,100
,Logged In,Samuel,M,0,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54049E+12,252,,200,1.54147E+12,61
Mikel Erentxun,Logged In,Samuel,M,1,Gonzalez,178.83383,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54049E+12,252,Frases Mudas,200,1.54147E+12,61
The Gerbils,Logged In,Martin,M,0,Johnson,27.01016,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1.54108E+12,250,(iii),200,1.54148E+12,55
AFI,Logged In,Martin,M,1,Johnson,190.45832,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1.54108E+12,250,Girl's Not Grey,200,1.54148E+12,55
,Logged In,Jordan,F,0,Hicks,,free,"Salinas, CA",GET,Home,1.54001E+12,240,,200,1.54148E+12,37
Lhasa De Sela,Logged In,Jordan,F,1,Hicks,256.10404,free,"Salinas, CA",PUT,NextSong,1.54001E+12,240,De cara a la pared,200,1.54148E+12,37
J.J. Cale,Logged In,Jordan,F,2,Hicks,150.80444,free,"Salinas, CA",PUT,NextSong,1.54001E+12,240,Crazy Mama,200,1.54148E+12,37
Brian Eno,Logged In,Jordan,F,3,Hicks,265.82159,free,"Salinas, CA",PUT,NextSong,1.54001E+12,240,An Ending (Ascent) (2005 Digital Remaster),200,1.54148E+12,37
Hot Hot Heat,Logged In,Jordan,F,4,Hicks,190.01424,free,"Salinas, CA",PUT,NextSong,1.54001E+12,240,Soldier In A Box (Album Version),200,1.54148E+12,37
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54062E+12,287,,200,1.54148E+12,32
ATB,Logged In,Ryan,M,0,Smith,209.26649,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,278,You're Not Alone,200,1.54148E+12,26
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1.54079E+12,279,,200,1.54148E+12,80
Mt. St. Helens Vietnam Band,Logged In,Ryan,M,1,Smith,253.6224,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,278,A Year Or Two,200,1.54148E+12,26
Becky,Logged In,Ryan,M,2,Smith,245.62893,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,278,Kimi e,200,1.54148E+12,26
Franz Ferdinand,Logged In,Ryan,M,3,Smith,254.69342,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,278,This Fire,200,1.54149E+12,26
Creedence Clearwater Revival,Logged In,Ryan,M,4,Smith,230.94812,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,278,It's Just A Thought,200,1.54149E+12,26
Paul Stanley,Logged In,Tegan,F,1,Levine,187.32363,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,279,Live To Win,200,1.54149E+12,80
Benga,Logged In,Kevin,M,0,Arellano,314.64444,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,191,Pleasure,200,1.54149E+12,66
Basshunter,Logged In,Kevin,M,1,Arellano,190.17098,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,191,Why,200,1.54149E+12,66
Kings Of Leon,Logged In,Kevin,M,2,Arellano,231.81016,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,191,Use Somebody,200,1.54149E+12,66
Slim Dusty,Logged In,Austin,M,0,Rosales,198.922,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54106E+12,300,Long Black Road,200,1.54149E+12,12
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54102E+12,306,,200,1.5415E+12,26
Dido,Logged In,Celeste,F,0,Williams,235.57179,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,215,I'm No Angel,200,1.5415E+12,53
Lifehouse,Logged In,Celeste,F,1,Williams,195.47383,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,215,You And Me (Wedding Version),200,1.5415E+12,53
Gary U.S. Bonds,Logged In,Celeste,F,2,Williams,243.25179,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,215,Angelyne,200,1.5415E+12,53
Throw Me The Statue,Logged In,Celeste,F,3,Williams,189.85751,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,215,Noises,200,1.5415E+12,53
Steely Dan,Logged In,Mohammad,M,0,Rodriguez,457.89995,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,206,Deacon Blues,200,1.54151E+12,88
,Logged In,Ava,F,0,Robinson,,free,"New Haven-Milford, CT",GET,Home,1.54093E+12,211,,200,1.54151E+12,50
Arctic Monkeys,Logged In,Ava,F,1,Robinson,191.26812,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,211,Old Yellow Bricks,200,1.54151E+12,50
Sade,Logged In,Ava,F,2,Robinson,271.96036,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,211,Hang On To Your Love,200,1.54151E+12,50
,Logged In,Ava,F,3,Robinson,,free,"New Haven-Milford, CT",GET,Home,1.54093E+12,211,,200,1.54151E+12,50
Florence + The Machine,Logged In,Bronson,M,0,Harris,219.66322,free,"Eugene, OR",PUT,NextSong,1.54091E+12,251,Dog Days Are Over (Radio Edit),200,1.54151E+12,33
,Logged In,Rylan,M,0,George,,free,"Birmingham-Hoover, AL",GET,About,1.54102E+12,233,,200,1.54151E+12,16
,Logged In,Maia,F,0,Burke,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54068E+12,230,,200,1.54151E+12,51
Vinnie Vincent Invasion,Logged In,Sienna,F,0,Colon,303.12444,free,"Las Cruces, NM",PUT,NextSong,1.54001E+12,291,Ashes To Ashes (2003 Digital Remaster),200,1.54152E+12,81
,Logged In,Evelin,F,0,Ayala,,free,"Milwaukee-Waukesha-West Allis, WI",GET,Home,1.54101E+12,33,,200,1.54152E+12,34
,Logged In,Evelin,F,1,Ayala,,free,"Milwaukee-Waukesha-West Allis, WI",GET,Settings,1.54101E+12,33,,200,1.54152E+12,34
,Logged In,Evelin,F,2,Ayala,,free,"Milwaukee-Waukesha-West Allis, WI",GET,Settings,1.54101E+12,33,,200,1.54152E+12,34
Hellogoodbye;Elliott Yamin,Logged In,Evelin,F,3,Ayala,218.38322,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1.54101E+12,33,Here (In Your Arms) (Radio Edit),200,1.54152E+12,34
Kanye West,Logged In,Evelin,F,4,Ayala,311.92771,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1.54101E+12,33,Stronger,200,1.54152E+12,34
Interpol,Logged In,Evelin,F,5,Ayala,247.66649,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1.54101E+12,33,Narc,200,1.54152E+12,34
Eminem,Logged In,Evelin,F,6,Ayala,284.18567,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1.54101E+12,33,The Real Slim Shady,200,1.54152E+12,34
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,308,,200,1.54152E+12,66
,Logged Out,,,0,,,paid,,PUT,Login,,130,,307,1.54152E+12,
,Logged In,Avery,F,1,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54087E+12,130,,200,1.54152E+12,30
Carla Bruni,Logged In,Avery,F,2,Watkins,163.02975,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Quelqu'un M'a Dit (Album Version),200,1.54152E+12,30
Toby Keith,Logged In,Avery,F,3,Watkins,192.31302,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,You Ain't Leavin' (Thank God Are Ya),200,1.54152E+12,30
Dim Chris_ Thomas Gold,Logged In,Jizelle,F,0,Benjamin,504.60689,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,Self Control (Laurent Wolf & Anton Wick),200,1.54152E+12,2
Blue Rodeo,Logged In,Avery,F,4,Watkins,310.9873,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Hasn't Hit Me Yet,200,1.54152E+12,30
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54062E+12,305,,200,1.54152E+12,32
Evanescence,Logged In,Lily,F,1,Burns,237.11302,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,305,Bring Me To Life,200,1.54152E+12,32
BeyoncÃÂ©,Logged In,Avery,F,5,Watkins,190.06649,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,I'd Rather Go Blind,200,1.54152E+12,30
Lupe Fiasco,Logged In,Jizelle,F,1,Benjamin,262.89587,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,Hurt Me Soul (Explicit Album Version),200,1.54152E+12,2
Deadmau5,Logged In,Lily,F,2,Burns,296.64608,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,305,Moar Ghosts 'n' Stuff,200,1.54152E+12,32
Daft Punk,Logged In,Avery,F,6,Watkins,295.13098,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Face To Face / Short Circuit,200,1.54152E+12,30
Jay-Jay Johanson,Logged In,Jizelle,F,2,Benjamin,381.43955,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,Tell Me When The Party's Over/Prequiem,200,1.54152E+12,2
Gigi D'agostino,Logged In,Lily,F,3,Burns,241.73669,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,305,Emotions,200,1.54152E+12,32
Great Lake Swimmers,Logged In,Avery,F,7,Watkins,185.46893,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Falling Into the Sky,200,1.54152E+12,30
Linkin Park,Logged In,Lily,F,4,Burns,175.38567,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,305,Lying From You (Album Version),200,1.54152E+12,32
the bird and the bee,Logged In,Avery,F,8,Watkins,225.17506,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,My Love,200,1.54152E+12,30
Martine McCutcheon,Logged In,Jizelle,F,3,Benjamin,185.05098,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,The Lady Is A Tramp (From 'Babes In Arms'),200,1.54152E+12,2
Justin Bieber,Logged In,Lily,F,5,Burns,191.55546,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54062E+12,305,Love Me,200,1.54152E+12,32
Leo GarcÃÂ­a,Logged In,Katherine,F,0,Gay,160.91383,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54097E+12,266,Nadie Salva,200,1.54152E+12,57
Matt Redman,Logged In,Avery,F,9,Watkins,289.35791,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,You Never Let Go,200,1.54152E+12,30
Coldplay,Logged In,Katherine,F,1,Gay,268.38159,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54097E+12,266,Yellow,200,1.54152E+12,57
DHT Feat. EdmÃÂ©e,Logged In,Avery,F,10,Watkins,229.98159,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Listen To Your Heart,200,1.54152E+12,30
Tarkan,Logged In,Avery,F,11,Watkins,194.16771,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Simarik,200,1.54152E+12,30
The Rifles,Logged In,Avery,F,12,Watkins,147.87873,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,For The Meantime,200,1.54152E+12,30
,Logged In,Jizelle,F,4,Benjamin,,free,"Plymouth, IN",GET,Home,1.53991E+12,126,,200,1.54152E+12,2
The Killers,Logged In,Avery,F,13,Watkins,491.57179,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Human,200,1.54152E+12,30
J. Geils Band,Logged In,Jizelle,F,5,Benjamin,224.44363,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,Love Stinks,200,1.54152E+12,2
Shakira,Logged In,Jizelle,F,6,Benjamin,148.1922,free,"Plymouth, IN",PUT,NextSong,1.53991E+12,126,Pienso En Ti,200,1.54152E+12,2
,Logged In,Jizelle,F,7,Benjamin,,free,"Plymouth, IN",PUT,Logout,1.53991E+12,126,,307,1.54152E+12,2
,Logged Out,,,8,,,free,,GET,Home,,126,,200,1.54152E+12,
Radiohead,Logged In,Avery,F,14,Watkins,231.91465,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,(Nice Dream),200,1.54152E+12,30
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54102E+12,310,,200,1.54152E+12,26
,Logged Out,,,9,,,free,,GET,About,,126,,200,1.54152E+12,
,Logged Out,,,10,,,free,,PUT,Login,,126,,307,1.54152E+12,
,Logged In,Jizelle,F,11,Benjamin,,free,"Plymouth, IN",GET,Home,1.53991E+12,126,,200,1.54152E+12,2
Muse,Logged In,Avery,F,15,Watkins,304.84853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54087E+12,130,Uprising,200,1.54152E+12,30
Spoon,Logged In,Mohammad,M,0,Rodriguez,222.32771,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,312,The Underdog (Album version),200,1.54153E+12,88
Blind Pilot,Logged In,Mohammad,M,1,Rodriguez,195.39546,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,312,Things I Cannot Recall,200,1.54153E+12,88
Delirious?,Logged In,Mohammad,M,2,Rodriguez,397.26975,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,312,History Maker,200,1.54153E+12,88
,Logged In,Mohammad,M,3,Rodriguez,,free,"Sacramento--Roseville--Arden-Arcade, CA",GET,Upgrade,1.54051E+12,312,,200,1.54153E+12,88
Incubus,Logged In,Kate,F,0,Harrell,237.06077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Love Hurts,200,1.54153E+12,97
No Te Va Gustar,Logged In,Kate,F,1,Harrell,162.95138,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,No Llegas A MÃÂ­,200,1.54153E+12,97
