artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,514,,200,1.54207E+12,66
Fu,Logged In,Kevin,M,1,Arellano,280.05832,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,514,Ja I Ty,200,1.54207E+12,66
,Logged In,Maia,F,0,Burke,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54068E+12,510,,200,1.54207E+12,51
All Time Low,Logged In,Maia,F,1,Burke,177.84118,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54068E+12,510,A Party Song (The Walk of Shame),200,1.54207E+12,51
Nik & Jay,Logged In,Wyatt,M,0,Scott,196.51873,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,379,Pop-Pop!,200,1.54208E+12,9
Quad City DJ's,Logged In,Chloe,F,0,Cuevas,451.44771,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,506,C'mon N' Ride It (The Train) (LP Version),200,1.54208E+12,49
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54102E+12,519,,200,1.54208E+12,26
,Logged In,Noah,M,0,Chavez,,free,"Ogden-Clearfield, UT",GET,Home,1.54097E+12,492,,200,1.54209E+12,94
Hoobastank,Logged In,Noah,M,1,Chavez,232.17587,free,"Ogden-Clearfield, UT",PUT,NextSong,1.54097E+12,492,Born To Lead,200,1.54209E+12,94
Foo Fighters,Logged In,Devin,M,0,Larson,271.38567,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1.54105E+12,413,The Pretender,200,1.54209E+12,60
The Firesign Theatre,Logged In,Devin,M,1,Larson,1087.18975,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1.54105E+12,413,Side .002,200,1.54209E+12,60
Julian Lennon,Logged In,Devin,M,2,Larson,210.46812,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1.54105E+12,413,Too Late For Goodbyes,200,1.54209E+12,60
,Logged In,Jayden,M,0,Graves,,paid,"Marinette, WI-MI",GET,Home,1.54066E+12,442,,200,1.5421E+12,25
Kinky,Logged In,Jayden,M,1,Graves,198.32118,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,442,Sister Twisted,200,1.5421E+12,25
The Early November,Logged In,Jayden,M,2,Graves,250.04363,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,442,Ever So Sweet,200,1.5421E+12,25
Damien Rice,Logged In,Jayden,M,3,Graves,191.39873,paid,"Marinette, WI-MI",PUT,NextSong,1.54066E+12,442,9 Crimes (Demo),200,1.5421E+12,25
