artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Hoobastank,Logged In,Cierra,F,0,Finley,241.3971,free,"Richmond, VA",PUT,NextSong,1.54101E+12,132,Say The Same,200,1.54181E+12,96
Mark Knopfler,Logged In,Cierra,F,1,Finley,249.3122,free,"Richmond, VA",PUT,NextSong,1.54101E+12,132,Why Aye Man,200,1.54181E+12,96
Mogwai,Logged In,Cierra,F,2,Finley,341.28934,free,"Richmond, VA",PUT,NextSong,1.54101E+12,132,We're No Here,200,1.54181E+12,96
The Casualties,Logged In,Cierra,F,3,Finley,181.49832,free,"Richmond, VA",PUT,NextSong,1.54101E+12,132,Punx Unite,200,1.54181E+12,96
,Logged In,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54103E+12,424,,200,1.54181E+12,6
The Living End,Logged In,Ryan,M,0,Smith,188.62975,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,433,Roll On (Album Version),200,1.54182E+12,26
Aloe Blacc,Logged In,Rylan,M,0,George,244.1922,free,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,402,I Need A Dollar,200,1.54183E+12,16
Faith No More,Logged In,Rylan,M,1,George,326.50404,free,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,402,Helpless,200,1.54183E+12,16
Chris Cornell,Logged In,Aleena,F,0,Kirby,353.69751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Sunshower (Great Expectations Soundtrack),200,1.54184E+12,44
Weezer,Logged In,Aleena,F,1,Kirby,203.93751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,My Name Is Jonas,200,1.54184E+12,44
Stream of Passion feat. Ayreon,Logged In,Aleena,F,2,Kirby,257.56689,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Valley Of The Queens,200,1.54184E+12,44
Lupe Fiasco,Logged In,Aleena,F,3,Kirby,273.94567,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Shining Down [feat. Matthew Santos] (Amended Album Version),200,1.54184E+12,44
Tom Petty,Logged In,Aleena,F,4,Kirby,263.23546,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Runnin' Down A Dream,200,1.54184E+12,44
The Killers,Logged In,Aleena,F,5,Kirby,220.89098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,When You Were Young,200,1.54184E+12,44
Afghan Whigs,Logged In,Aleena,F,6,Kirby,179.40853,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,I'm Her Slave (Album),200,1.54184E+12,44
CSS,Logged In,Aleena,F,7,Kirby,213.75955,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Let's Make Love And Listen To Death From Above [Dan Carey Mix] (remastered album version),200,1.54184E+12,44
Mos Def / Talib Kweli,Logged In,Aleena,F,8,Kirby,141.37424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,History,200,1.54184E+12,44
Ryan Leslie,Logged In,Aleena,F,9,Kirby,203.96363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,How It Was Supposed To Be,200,1.54184E+12,44
Mark Lowry,Logged In,Aleena,F,10,Kirby,168.28036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Get Together With The Lord (The Best Of Mark Lowry - Volume 2 Version),200,1.54184E+12,44
Beirut,Logged In,Aleena,F,11,Kirby,230.19057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Nantes,200,1.54184E+12,44
MODESELEKTOR FEAT. PUPPETMASTAZ,Logged In,Aleena,F,12,Kirby,52.79302,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,THE DARK SIDE OF THE FROG,200,1.54184E+12,44
Kid Cudi / Kanye West / Common,Logged In,Aleena,F,13,Kirby,237.76608,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Make Her Say,200,1.54184E+12,44
Julie Ruin,Logged In,Aleena,F,14,Kirby,142.47138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Breakout A-Town,200,1.54184E+12,44
Sons And Daughters,Logged In,Aleena,F,15,Kirby,165.90322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,The Bell,200,1.54184E+12,44
Children 18:3,Logged In,Aleena,F,16,Kirby,178.52036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Mock The Music,200,1.54184E+12,44
Chris Cagle,Logged In,Aleena,F,17,Kirby,232.85506,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Miss Me Baby,200,1.54184E+12,44
John Waite,Logged In,Aleena,F,18,Kirby,269.76608,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Missing You,200,1.54184E+12,44
Basshunter,Logged In,Aleena,F,19,Kirby,223.32036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Walk On Water,200,1.54184E+12,44
Jay-Z / Lil Wayne,Logged In,Aleena,F,20,Kirby,236.01587,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Hello Brooklyn 2.0,200,1.54184E+12,44
Snow Patrol,Logged In,Aleena,F,21,Kirby,273.6322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,It's Beginning To Get To Me,200,1.54184E+12,44
Coldcut,Logged In,Aleena,F,22,Kirby,203.07546,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Autumn Leaves,200,1.54184E+12,44
Magic Dirt,Logged In,Aleena,F,23,Kirby,251.79383,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Plastic Loveless Letter,200,1.54184E+12,44
J. Karjalainen & Mustat Lasit,Logged In,Aleena,F,24,Kirby,336.74404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Sinisten tÃÂ¤htien alla,200,1.54184E+12,44
OneRepublic,Logged In,Aleena,F,25,Kirby,224.67873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Secrets,200,1.54184E+12,44
Nirvana,Logged In,Aleena,F,26,Kirby,219.08853,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Come As You Are,200,1.54184E+12,44
,Logged In,Theodore,M,0,Smith,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54031E+12,359,,200,1.54184E+12,52
Joyce Cooling,Logged In,Aleena,F,27,Kirby,248.11057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,It's Time I Go (Jazz),200,1.54184E+12,44
Beastie Boys,Logged In,Aleena,F,28,Kirby,211.722,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Unite (2009 Digital Remaster),200,1.54184E+12,44
Usher Featuring Lil' Jon & Ludacris,Logged In,Aleena,F,29,Kirby,250.38322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Yeah!,200,1.54184E+12,44
Nelly / Paul Wall / Ali & Gipp,Logged In,Aleena,F,30,Kirby,272.50893,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Grillz,200,1.54184E+12,44
The Audition,Logged In,Aleena,F,31,Kirby,207.20281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,The Running Man,200,1.54184E+12,44
Savage Garden,Logged In,Aleena,F,32,Kirby,277.26322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Truly Madly Deeply,200,1.54184E+12,44
Adam Green,Logged In,Aleena,F,33,Kirby,141.00853,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Festival Song,200,1.54184E+12,44
Tom Petty,Logged In,Aleena,F,34,Kirby,204.82567,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Square One (Album Version),200,1.54184E+12,44
Muse,Logged In,Aleena,F,35,Kirby,209.34485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,350,Supermassive Black Hole (Album Version),200,1.54184E+12,44
The Gerbils,Logged In,Jordan,F,0,Hicks,27.01016,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,(iii),200,1.54184E+12,37
Robert Plant,Logged In,Jordan,F,1,Hicks,265.66485,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,Dancing In Heaven (2006 Remastered LP Version),200,1.54184E+12,37
Metallica,Logged In,Jordan,F,2,Hicks,387.02975,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,Welcome Home (Sanitarium),200,1.54184E+12,37
Infected Mushroom,Logged In,Jordan,F,3,Hicks,506.51383,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,Deeply Disturbed,200,1.54184E+12,37
Eliza Doolittle,Logged In,Jordan,F,4,Hicks,184.60689,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,Rollerblades,200,1.54185E+12,37
Alvin And The Chipmunks,Logged In,Jordan,F,5,Hicks,162.63791,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,Ain't No Party,200,1.54185E+12,37
Chromeo,Logged In,Jordan,F,6,Hicks,348.65587,free,"Salinas, CA",PUT,NextSong,1.54001E+12,304,You're So Gangsta,200,1.54185E+12,37
