artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
,Logged In,Dominick,M,0,Norris,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1.54098E+12,44,,200,1.54164E+12,45
Slipknot,Logged In,Aiden,M,0,Ramirez,192.57424,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Opium Of The People (Album Version),200,1.54164E+12,20
Cat Stevens,Logged In,Aiden,M,1,Ramirez,170.57914,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Don't Be Shy,200,1.54164E+12,20
Collective Soul,Logged In,Aiden,M,2,Ramirez,273.47546,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Run (LP Version),200,1.54164E+12,20
Taylor Swift,Logged In,Aiden,M,3,Ramirez,233.89995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Love Story,200,1.54164E+12,20
The Dixie Cups,Logged In,Aiden,M,4,Ramirez,120.05832,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Iko Iko,200,1.54164E+12,20
Carlos Santana & Mahavishnu John McLaughlin,Logged In,Aiden,M,5,Ramirez,157.93587,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Meditation,200,1.54164E+12,20
Pixies,Logged In,Aiden,M,6,Ramirez,280.00608,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Into The White,200,1.54164E+12,20
Antimatter,Logged In,Aiden,M,7,Ramirez,245.52444,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,Lights Out,200,1.54164E+12,20
,Logged In,Christian,F,0,Porter,,free,"Elkhart-Goshen, IN",GET,Home,1.5409E+12,10,,200,1.54164E+12,11
Rihanna,Logged In,Christian,F,1,Porter,293.82485,free,"Elkhart-Goshen, IN",PUT,NextSong,1.5409E+12,10,Rehab,200,1.54164E+12,11
,Logged In,Christian,F,2,Porter,,free,"Elkhart-Goshen, IN",GET,Upgrade,1.5409E+12,10,,200,1.54164E+12,11
Soda Stereo,Logged In,Aiden,M,8,Ramirez,186.69669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54028E+12,19,ObservÃÂ¡ndonos (SatÃÂ©lites),200,1.54164E+12,20
,Logged In,Aiden,M,9,Ramirez,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1.54028E+12,19,,307,1.54164E+12,20
,Logged Out,,,10,,,paid,,GET,Home,,19,,200,1.54164E+12,
,Logged Out,,,0,,,free,,PUT,Login,,149,,307,1.54164E+12,
,Logged In,Kinsley,F,1,Young,,free,"Red Bluff, CA",GET,Home,1.54047E+12,149,,200,1.54164E+12,85
,Logged In,Kinsley,F,2,Young,,free,"Red Bluff, CA",GET,Home,1.54047E+12,149,,200,1.54164E+12,85
,Logged In,Jahiem,M,0,Miles,,free,"San Antonio-New Braunfels, TX",GET,Home,1.54082E+12,265,,200,1.54165E+12,43
Metallica,Logged In,Jahiem,M,1,Miles,387.02975,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54082E+12,265,Welcome Home (Sanitarium),200,1.54165E+12,43
Adam Lambert,Logged In,Jahiem,M,2,Miles,227.39546,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54082E+12,265,Whataya Want From Me,200,1.54165E+12,43
Beirut,Logged In,Jahiem,M,3,Miles,185.28608,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54082E+12,265,The Flying Club Cup,200,1.54165E+12,43
Russell Malone,Logged In,Jahiem,M,4,Miles,396.40771,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1.54082E+12,265,Heartstrings,200,1.54165E+12,43
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,347,,200,1.54166E+12,66
,Logged In,Austin,M,0,Rosales,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54106E+12,309,,200,1.54166E+12,12
,Logged In,Jacqueline,F,0,Lynch,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54022E+12,353,,200,1.54166E+12,29
Yung Joc feat Jazze Pha,Logged In,Jacqueline,F,1,Lynch,233.19465,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,353,Momma (featuring Jazze Pha) (Amended Album Version),200,1.54166E+12,29
,Logged In,Jacqueline,F,2,Lynch,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Upgrade,1.54022E+12,353,,200,1.54166E+12,29
,Logged In,Jacqueline,F,3,Lynch,,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,Submit Upgrade,1.54022E+12,353,,307,1.54166E+12,29
,Logged In,Jacqueline,F,4,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54022E+12,353,,200,1.54166E+12,29
Metallica,Logged In,Jacqueline,F,5,Lynch,515.21261,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,353,Master Of Puppets,200,1.54166E+12,29
,Logged In,Jacqueline,F,6,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Settings,1.54022E+12,353,,200,1.54166E+12,29
,Logged In,Jacqueline,F,7,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,Logout,1.54022E+12,353,,307,1.54166E+12,29
,Logged Out,,,8,,,paid,,GET,Home,,353,,200,1.54166E+12,
Pavement,Logged In,Marina,F,0,Sutton,99.16036,free,"Salinas, CA",PUT,NextSong,1.54106E+12,188,Mercy:The Laundromat,200,1.54166E+12,48
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1.54079E+12,342,,200,1.54166E+12,80
Andre Hazes,Logged In,Tegan,F,1,Levine,195.36934,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Che Sara,200,1.54166E+12,80
,Logged In,Tegan,F,2,Levine,,free,"Portland-South Portland, ME",GET,Upgrade,1.54079E+12,342,,200,1.54166E+12,80
,Logged In,Tegan,F,3,Levine,,free,"Portland-South Portland, ME",PUT,Submit Upgrade,1.54079E+12,342,,307,1.54166E+12,80
,Logged In,Tegan,F,4,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,342,,200,1.54166E+12,80
Joan Baez,Logged In,Tegan,F,5,Levine,215.14404,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Let It Be,200,1.54166E+12,80
Porcupine Tree,Logged In,Tegan,F,6,Levine,217.39057,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Hallogallo,200,1.54166E+12,80
,Logged In,Tegan,F,7,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,342,,200,1.54166E+12,80
,Logged Out,,,0,,,paid,,GET,Home,,361,,200,1.54166E+12,
Coldplay,Logged In,Tegan,F,8,Levine,228.77995,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,In My Place,200,1.54166E+12,80
Usher,Logged In,Tegan,F,9,Levine,224.10404,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Hey Daddy (Daddy's Home),200,1.54166E+12,80
Fabolous,Logged In,Tegan,F,10,Levine,222.9024,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Can't Let You Go featuring Mike Shorey & Lil' Mo  (Main LP Version),200,1.54166E+12,80
Sheena Easton,Logged In,Tegan,F,11,Levine,239.62077,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Strut (1993 Digital Remaster),200,1.54166E+12,80
Restiform Bodies,Logged In,Tegan,F,12,Levine,229.14567,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Interactive Halloween Bear,200,1.54166E+12,80
,Logged In,Tegan,F,13,Levine,,paid,"Portland-South Portland, ME",GET,Settings,1.54079E+12,342,,200,1.54166E+12,80
The Killers,Logged In,Tegan,F,14,Levine,284.60363,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Spaceman,200,1.54166E+12,80
Kaiser Chiefs,Logged In,Tegan,F,15,Levine,217.62567,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Everyday I Love You Less and Less,200,1.54166E+12,80
,Logged In,Tegan,F,16,Levine,,paid,"Portland-South Portland, ME",GET,Downgrade,1.54079E+12,342,,200,1.54166E+12,80
Delerium,Logged In,Tegan,F,17,Levine,275.01669,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Till The End Of Time,200,1.54167E+12,80
Christophe MaÃÂ©,Logged In,Tegan,F,18,Levine,237.47873,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,La Rumeur,200,1.54167E+12,80
F.I.R.,Logged In,Tegan,F,19,Levine,283.6371,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Ni Hen Ai Ta,200,1.54167E+12,80
Pearl Jam,Logged In,Tegan,F,20,Levine,268.7473,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Better Man,200,1.54167E+12,80
Fey,Logged In,Stefany,F,0,White,266.86649,free,"Lubbock, TX",PUT,NextSong,1.54071E+12,258,Como Un ÃÂngel,200,1.54167E+12,83
Delerium feat. Sarah McLachlan,Logged In,Tegan,F,21,Levine,494.81098,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Silence,200,1.54167E+12,80
Newton Faulkner,Logged In,Stefany,F,1,White,177.3971,free,"Lubbock, TX",PUT,NextSong,1.54071E+12,258,I Need Something,200,1.54167E+12,83
Justice,Logged In,Tegan,F,22,Levine,265.16853,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Waters Of Nazareth (album version),200,1.54167E+12,80
Muse,Logged In,Tegan,F,23,Levine,209.34485,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Supermassive Black Hole (Album Version),200,1.54167E+12,80
Bebo & Cigala,Logged In,Tegan,F,24,Levine,175.90812,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Vete De Mi,200,1.54167E+12,80
The Almost,Logged In,Tegan,F,25,Levine,222.24934,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Dirty And Left Out,200,1.54167E+12,80
BeyoncÃÂ©,Logged In,Tegan,F,26,Levine,374.59546,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Get Me Bodied,200,1.54167E+12,80
Base Ball Bear,Logged In,Tegan,F,27,Levine,255.60771,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Sayonara-Nostalgia,200,1.54167E+12,80
Badly Drawn Boy,Logged In,Tegan,F,28,Levine,247.97995,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,This Is That New Song,200,1.54167E+12,80
Alicia Keys,Logged In,Tegan,F,29,Levine,249.02485,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Try Sleeping With A Broken Heart,200,1.54167E+12,80
The Black Keys,Logged In,Tegan,F,30,Levine,208.01261,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Girl Is On My Mind,200,1.54167E+12,80
Juanes,Logged In,Tegan,F,31,Levine,205.73995,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,A Dios Le Pido,200,1.54167E+12,80
John Mayer,Logged In,Tegan,F,32,Levine,149.39383,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Crossroads,200,1.54167E+12,80
The xx,Logged In,Tegan,F,33,Levine,188.55138,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Basic Space,200,1.54167E+12,80
The Killers,Logged In,Tegan,F,34,Levine,220.89098,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,When You Were Young,200,1.54167E+12,80
The Prodigy,Logged In,Tegan,F,35,Levine,260.07465,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,The Big Gundown,200,1.54167E+12,80
Machine Head,Logged In,Tegan,F,36,Levine,333.13914,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,A Nation On Fire (Album Version),200,1.54167E+12,80
Coldplay,Logged In,Tegan,F,37,Levine,291.60444,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Speed Of Sound,200,1.54167E+12,80
,Logged In,Tegan,F,38,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,342,,200,1.54167E+12,80
Michael Jackson,Logged In,Tegan,F,39,Levine,373.73342,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Little Susie / Pie Jesu,200,1.54167E+12,80
Daddy Yankee,Logged In,Tegan,F,40,Levine,235.15383,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,A Lo Clasico,200,1.54167E+12,80
Flobots,Logged In,Tegan,F,41,Levine,307.56526,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Never Had It,200,1.54167E+12,80
Quantic,Logged In,Tegan,F,42,Levine,275.01669,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,When You're Through Feat. Spanky Wilson,200,1.54167E+12,80
New Order,Logged In,Tegan,F,43,Levine,261.72036,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Love Vigilantes,200,1.54167E+12,80
Cold,Logged In,Tegan,F,44,Levine,197.27628,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,No One,200,1.54167E+12,80
Counting Crows,Logged In,Tegan,F,45,Levine,272.79628,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Mr. Jones,200,1.54167E+12,80
DEATH,Logged In,Tegan,F,46,Levine,376.81587,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Symbolic,200,1.54167E+12,80
,Logged In,Hayden,F,0,Brock,,paid,"Detroit-Warren-Dearborn, MI",GET,Home,1.54085E+12,117,,200,1.54167E+12,72
Vangelis,Logged In,Hayden,F,1,Brock,352.78322,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,117,La Petite Fille De La Mer,200,1.54167E+12,72
Armin van Buuren,Logged In,Tegan,F,47,Levine,452.23138,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Never Say Never,200,1.54167E+12,80
Justin Bieber,Logged In,Hayden,F,2,Brock,222.92853,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,117,Stuck In The Moment,200,1.54167E+12,72
Sleep,Logged In,Hayden,F,3,Brock,426.84036,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,117,Evil Gypsy - Solomons Theme,200,1.54167E+12,72
Lady GaGa / Colby O'Donis,Logged In,Tegan,F,48,Levine,238.54975,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Just Dance,200,1.54167E+12,80
Kings Of Leon,Logged In,Tegan,F,49,Levine,201.79546,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,342,Revelry,200,1.54167E+12,80
