artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
N.E.R.D. FEATURING MALICE,Logged In,Jayden,M,0,Fox,288.9922,free,"New Orleans-Metairie, LA",PUT,NextSong,1.54103E+12,184,Am I High (Feat. Malice),200,1.54112E+12,101
,Logged In,Stefany,F,0,White,,free,"Lubbock, TX",GET,Home,1.54071E+12,82,,200,1.54112E+12,83
Death Cab for Cutie,Logged In,Stefany,F,1,White,216.42404,free,"Lubbock, TX",PUT,NextSong,1.54071E+12,82,A Lack Of Color (Album Version),200,1.54112E+12,83
Tracy Gang Pussy,Logged In,Stefany,F,2,White,221.33506,free,"Lubbock, TX",PUT,NextSong,1.54071E+12,82,I Have A Wish,200,1.54112E+12,83
Skillet,Logged In,Kevin,M,0,Arellano,178.02404,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,153,Monster (Album Version),200,1.54113E+12,66
Dance Gavin Dance,Logged In,Marina,F,0,Sutton,218.46159,free,"Salinas, CA",PUT,NextSong,1.54106E+12,47,Uneasy Hearts Weigh The Most,200,1.54113E+12,48
,Logged In,Aiden,M,0,Hess,,free,"La Crosse-Onalaska, WI-MN",GET,Home,1.54083E+12,170,,200,1.54113E+12,86
Dalto,Logged In,Aiden,M,1,Hess,190.40608,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,170,Falta Te Dizer,200,1.54113E+12,86
Kanye West,Logged In,Makinley,F,0,Jones,278.88281,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54109E+12,118,Family Business,200,1.54114E+12,17
Jason Mraz & Colbie Caillat,Logged In,Kevin,M,0,Arellano,189.6224,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,187,Lucky (Album Version),200,1.54114E+12,66
Liz Callaway,Logged In,Lily,F,0,Koch,175.43791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Journey To The Past  (LP Version),200,1.54115E+12,15
The Decemberists,Logged In,Lily,F,1,Koch,242.59873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Everything I Try to Do_ Nothing Seems to Turn Out Right,200,1.54115E+12,15
,Logged In,Kynnedi,F,0,Sanchez,,free,"Cedar Rapids, IA",GET,Home,1.54108E+12,88,,200,1.54115E+12,89
Christina Aguilera,Logged In,Lily,F,2,Koch,254.48444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Impossible,200,1.54115E+12,15
OneRepublic,Logged In,Lily,F,3,Koch,224.67873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Secrets,200,1.54115E+12,15
Cat Stevens,Logged In,Kynnedi,F,1,Sanchez,200.202,free,"Cedar Rapids, IA",PUT,NextSong,1.54108E+12,88,Wild World,200,1.54115E+12,89
Brett Dennen,Logged In,Lily,F,4,Koch,179.66975,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,World Keeps Turning,200,1.54115E+12,15
Godsmack,Logged In,Lily,F,5,Koch,208.24771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Greed,200,1.54115E+12,15
Anis,Logged In,Lily,F,6,Koch,246.59546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Swing Javanaise,200,1.54115E+12,15
Tiziano Ferro,Logged In,Lily,F,7,Koch,251.42812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Ed Ero Contentissimo,200,1.54115E+12,15
Kylie Auldist,Logged In,Lily,F,8,Koch,265.92608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Ship Inside A Bottle,200,1.54115E+12,15
Benga,Logged In,Lily,F,9,Koch,286.17098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,The Cut,200,1.54115E+12,15
T. Rex,Logged In,Lily,F,10,Koch,132.85832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Ride A White Swan,200,1.54115E+12,15
Mexican Institute of Sound,Logged In,Lily,F,11,Koch,278.04689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Mirando a Las Muchachas,200,1.54115E+12,15
Velour 100,Logged In,Lily,F,12,Koch,202.29179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Clouds (Of Color Bright Album Version),200,1.54115E+12,15
Maria de Barros,Logged In,Lily,F,13,Koch,276.29669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Riberonzinha,200,1.54115E+12,15
Toby Keith,Logged In,Lily,F,14,Koch,177.162,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Big Blue Note,200,1.54115E+12,15
Marques Houston,Logged In,Lily,F,15,Koch,264.98567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Naked,200,1.54115E+12,15
Commit Suicide,Logged In,Lily,F,16,Koch,105.482,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,In All This Revelation,200,1.54115E+12,15
Smile Empty Soul,Logged In,Lily,F,17,Koch,218.61832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Bottom of a Bottle (Explicit Album Version),200,1.54115E+12,15
Amy Winehouse,Logged In,Lily,F,18,Koch,221.1522,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Wake Up Alone,200,1.54115E+12,15
Eyehategod,Logged In,Lily,F,19,Koch,155.66322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Sisterfucker (part Ii),200,1.54115E+12,15
Sunidhi Chauhan / Anu Malik / Jatin Sharma,Logged In,Lily,F,20,Koch,319.32036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Dekh Le,200,1.54115E+12,15
Blondie,Logged In,Lily,F,21,Koch,127.73832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Little Girl Lies (2001 Digital Remaster),200,1.54115E+12,15
,Logged In,Lily,F,22,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1.54105E+12,172,,200,1.54115E+12,15
She & Him,Logged In,Lily,F,23,Koch,167.83628,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Got Me,200,1.54115E+12,15
The Black Keys,Logged In,Lily,F,24,Koch,294.76526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,The Lengths,200,1.54115E+12,15
Survivor,Logged In,Lily,F,25,Koch,245.36771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Eye Of The Tiger,200,1.54115E+12,15
Conya Doss,Logged In,Lily,F,26,Koch,317.98812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,I Miss You,200,1.54115E+12,15
,Logged In,Lily,F,27,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Downgrade,1.54105E+12,172,,200,1.54115E+12,15
Disney Studio Chorus,Logged In,Lily,F,28,Koch,234.84036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Little April Shower,200,1.54116E+12,15
Dirty Projectors,Logged In,Lily,F,29,Koch,319.63383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Stillness Is The Move,200,1.54116E+12,15
Boom Bip,Logged In,Lily,F,30,Koch,330.16118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,From Left To Right,200,1.54116E+12,15
Avantasia,Logged In,Lily,F,31,Koch,368.97914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Shelter From The Rain,200,1.54116E+12,15
Amon Amarth,Logged In,Lily,F,32,Koch,312.29342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,North Sea Storm (Live),200,1.54116E+12,15
Young Money featuring Lloyd,Logged In,Lily,F,33,Koch,196.33587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,BedRock (Radio Edit) (feat.Lloyd),200,1.54116E+12,15
Breakbeat Era,Logged In,Lily,F,34,Koch,326.32118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Anti-Everything,200,1.54116E+12,15
Local Natives,Logged In,Lily,F,35,Koch,237.92281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Airplanes,200,1.54116E+12,15
Gabriella Cilmi,Logged In,Lily,F,36,Koch,207.38567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Awkward Game,200,1.54116E+12,15
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1.54079E+12,165,,200,1.54116E+12,80
Minus The Bear,Logged In,Tegan,F,1,Levine,219.76771,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,165,Knights,200,1.54116E+12,80
Calle 13 Featuring CafÃÂ© Tacuba,Logged In,Lily,F,37,Koch,293.32853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,No Hay Nadie Como TÃÂº,200,1.54116E+12,15
Frumpies,Logged In,Aleena,F,0,Kirby,134.47791,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Fuck Kitty,200,1.54116E+12,44
D-12,Logged In,Aleena,F,1,Kirby,261.40689,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Barbershop,200,1.54116E+12,44
Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens,Logged In,Tegan,F,2,Levine,375.19628,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,165,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,200,1.54116E+12,80
Dragonette,Logged In,Lily,F,38,Koch,246.49098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Fixin to Thrill,200,1.54116E+12,15
Pennywise,Logged In,Mohammad,M,0,Rodriguez,188.26404,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,87,The Western World,200,1.54116E+12,88
Kanye West,Logged In,Aleena,F,2,Kirby,238.52363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Flashing Lights,200,1.54116E+12,44
Flash And The Pan,Logged In,Lily,F,39,Koch,224.65261,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Waiting for a Train [Single Mix],200,1.54116E+12,15
Washed Out,Logged In,Tegan,F,3,Levine,168.6722,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,165,New Theory,200,1.54116E+12,80
Katy Perry,Logged In,Aleena,F,3,Kirby,179.40853,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,I Kissed A Girl,200,1.54116E+12,44
AFI,Logged In,Lily,F,40,Koch,198.97424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Miss Murder,200,1.54116E+12,15
Drake / Kanye West / Lil Wayne / Eminem,Logged In,Aleena,F,4,Kirby,357.66812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Forever,200,1.54116E+12,44
The Crests,Logged In,Lily,F,41,Koch,182.88281,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,16 Candles,200,1.54116E+12,15
Nirvana,Logged In,Lily,F,42,Koch,219.08853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Come As You Are,200,1.54116E+12,15
Knights Of The Abyss,Logged In,Aleena,F,5,Kirby,205.66159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Dragon Pie,200,1.54116E+12,44
Binary Star,Logged In,Lily,F,43,Koch,300.19873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Honest Expression,200,1.54116E+12,15
Nada Surf,Logged In,Aleena,F,6,Kirby,181.08036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Whose Authority,200,1.54116E+12,44
Blank & Jones,Logged In,Aleena,F,7,Kirby,310.15138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Beyond Time (Ambient Mix),200,1.54116E+12,44
Carnifex,Logged In,Lily,F,44,Koch,219.89832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,By Darkness Enslaved,200,1.54116E+12,15
Bono / Secret Machines,Logged In,Lily,F,45,Koch,285.43955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,I Am The Walrus,200,1.54116E+12,15
Broadcast 2000,Logged In,Aleena,F,8,Kirby,198.84363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,The View,200,1.54116E+12,44
Pixies,Logged In,Aleena,F,9,Kirby,229.3024,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Where Is My Mind?,200,1.54116E+12,44
Kings Of Leon,Logged In,Lily,F,46,Koch,242.99057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Holy Roller Novocaine,200,1.54116E+12,15
Arctic Monkeys,Logged In,Aleena,F,10,Kirby,221.85751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,You Know I'm No Good,200,1.54116E+12,44
Alliance Ethnik,Logged In,Lily,F,47,Koch,252.21179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,ReprÃÂ©sente,200,1.54116E+12,15
Apocalyptica,Logged In,Chloe,F,0,Cuevas,409.86077,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,179,Coma,200,1.54116E+12,49
Big Tymers,Logged In,Aleena,F,11,Kirby,256.15628,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Lil Mama,200,1.54116E+12,44
Pat Green,Logged In,Lily,F,48,Koch,295.33995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Whiskey,200,1.54116E+12,15
Daughtry,Logged In,Aleena,F,12,Kirby,249.91302,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,No Surprise,200,1.54116E+12,44
Air,Logged In,Chloe,F,1,Cuevas,212.21832,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,179,Playground Love,200,1.54116E+12,49
Sam Cooke,Logged In,Lily,F,49,Koch,122.04363,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Ain't Misbehavin,200,1.54116E+12,15
Live,Logged In,Aleena,F,13,Kirby,203.28444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Deep Enough,200,1.54116E+12,44
Everclear,Logged In,Lily,F,50,Koch,222.61506,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Summerland,200,1.54116E+12,15
Alison Krauss / Union Station,Logged In,Aleena,F,14,Kirby,129.67138,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,Down To The River To Pray,200,1.54116E+12,44
The All-American Rejects,Logged In,Lily,F,51,Koch,239.22893,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Move Along,200,1.54116E+12,15
Covenant,Logged In,Aleena,F,15,Kirby,300.19873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,157,XRDS,200,1.54116E+12,44
You Me At Six,Logged In,Aiden,M,0,Hess,191.13751,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,189,Liquid Confidence,200,1.54116E+12,86
Motion City Soundtrack,Logged In,Lily,F,52,Koch,206.34077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Everything Is Alright (Album Version),200,1.54116E+12,15
FM Static,Logged In,Lily,F,53,Koch,169.84771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,172,Something To Believe In,200,1.54116E+12,15
