artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Harmonia,Logged In,Ryan,M,0,Smith,655.77751,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,583,Sehr kosmisch,200,1.54224E+12,26
The Prodigy,Logged In,Ryan,M,1,Smith,260.07465,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,583,The Big Gundown,200,1.54224E+12,26
Train,Logged In,Ryan,M,2,Smith,205.45261,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,583,Marry Me,200,1.54224E+12,26
,Logged In,Wyatt,M,0,Scott,,free,"Eureka-Arcata-Fortuna, CA",GET,Home,1.54087E+12,563,,200,1.54225E+12,9
,Logged In,Austin,M,0,Rosales,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54106E+12,521,,200,1.54225E+12,12
Sony Wonder,Logged In,Samuel,M,0,Gonzalez,218.06975,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54049E+12,597,Blackbird,200,1.54225E+12,61
,Logged In,Samuel,M,1,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",GET,About,1.54049E+12,597,,200,1.54225E+12,61
,Logged Out,,,0,,,paid,,PUT,Login,,602,,307,1.54226E+12,
,Logged In,Tegan,F,1,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,602,,200,1.54226E+12,80
Van Halen,Logged In,Tegan,F,2,Levine,289.38404,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Best Of Both Worlds (Remastered Album Version),200,1.54226E+12,80
Magic Sam,Logged In,Tegan,F,3,Levine,132.04853,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Call Me If You Need Me,200,1.54226E+12,80
Edward Sharpe & The Magnetic Zeros,Logged In,Tegan,F,4,Levine,306.31138,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Home,200,1.54226E+12,80
Usher featuring will.i.am,Logged In,Tegan,F,5,Levine,395.72853,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,OMG,200,1.54226E+12,80
,Logged In,Tegan,F,6,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,602,,200,1.54226E+12,80
Helen Reddy,Logged In,Tegan,F,7,Levine,176.50893,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Candle On The Water,200,1.54226E+12,80
Taylor Swift,Logged In,Tegan,F,8,Levine,201.06404,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Our Song,200,1.54226E+12,80
Sean Paul,Logged In,Tegan,F,9,Levine,245.34159,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,602,Baby Boy [feat. Beyonce],200,1.54226E+12,80
