artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Mitch Ryder & The Detroit Wheels,Logged In,Tegan,F,65,Levine,205.03465,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,Jenny Take A Ride (LP Version),200,1.54336E+12,80
The Spill Canvas,Logged In,Tegan,F,66,Levine,358.03383,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,The TIde (LP Version),200,1.54336E+12,80
Mogwai,Logged In,Tegan,F,67,Levine,571.19302,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,Two Rights Make One Wrong,200,1.54336E+12,80
Spor,Logged In,Tegan,F,68,Levine,380.3424,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,Way Of The Samurai,200,1.54336E+12,80
DJ Dizzy,Logged In,Tegan,F,69,Levine,221.1522,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,Sexy Bitch,200,1.54336E+12,80
Erik Hassle,Logged In,Tegan,F,70,Levine,183.43138,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,992,Hurtful,200,1.54336E+12,80
,Logged Out,,,0,,,paid,,GET,Home,,952,,200,1.54337E+12,
,Logged Out,,,1,,,paid,,PUT,Login,,952,,307,1.54337E+12,
,Logged In,Aleena,F,2,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1.54102E+12,952,,200,1.54337E+12,44
,Logged In,Tegan,F,71,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,992,,200,1.54337E+12,80
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1.54027E+12,932,,200,1.54337E+12,10
,Logged Out,,,0,,,free,,PUT,Login,,964,,307,1.54337E+12,
,Logged In,Ryann,F,1,Smith,,free,"Palestine, TX",GET,Home,1.54069E+12,964,,200,1.54337E+12,92
Phoenix,Logged In,Ryann,F,2,Smith,207.15057,free,"Palestine, TX",PUT,NextSong,1.54069E+12,964,Holdin' On Together,200,1.54337E+12,92
Arctic Monkeys,Logged In,Ryann,F,3,Smith,175.43791,free,"Palestine, TX",PUT,NextSong,1.54069E+12,964,Mardy Bum,200,1.54337E+12,92
tobyMac,Logged In,Braden,M,0,Parker,229.69424,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1.541E+12,801,Burn For You,200,1.54338E+12,74
,Logged In,Martin,M,0,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1.54108E+12,996,,200,1.54338E+12,55
Jadakiss / Swizz Beatz / OJ Da Juiceman,Logged In,Martin,M,1,Johnson,191.84281,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1.54108E+12,996,Who's Real,200,1.54338E+12,55
Florence + The Machine,Logged In,Tucker,M,0,Garrison,219.66322,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1.54083E+12,976,Dog Days Are Over (Radio Edit),200,1.54339E+12,40
The White Stripes,Logged In,Tucker,M,1,Garrison,160.31302,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1.54083E+12,976,Blue Orchid,200,1.54339E+12,40
Plus One,Logged In,Emily,F,0,Benson,231.8624,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,You (w/o Organ Version),200,1.54339E+12,58
Counting Crows,Logged In,Emily,F,1,Benson,272.79628,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Mr. Jones,200,1.54339E+12,58
Pickin' On Series,Logged In,Wyatt,M,0,Scott,199.41832,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,922,A Different City,200,1.54339E+12,9
Eminem,Logged In,Emily,F,2,Benson,320.83546,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Hailie's Song,200,1.54339E+12,58
Heart,Logged In,Wyatt,M,1,Scott,270.18404,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,922,Wild Child,200,1.54339E+12,9
,Logged In,Wyatt,M,2,Scott,,free,"Eureka-Arcata-Fortuna, CA",PUT,Logout,1.54087E+12,922,,307,1.54339E+12,9
,Logged Out,,,3,,,free,,GET,Home,,922,,200,1.54339E+12,
,Logged Out,,,4,,,free,,PUT,Login,,922,,307,1.54339E+12,
,Logged In,Wyatt,M,5,Scott,,free,"Eureka-Arcata-Fortuna, CA",GET,Home,1.54087E+12,922,,200,1.54339E+12,9
Sergio Dalma,Logged In,Emily,F,3,Benson,269.45261,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,La Vida Pasa,200,1.54339E+12,58
AFI,Logged In,Wyatt,M,6,Scott,256.86159,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,922,The Interview,200,1.54339E+12,9
Four Year Strong,Logged In,Emily,F,4,Benson,199.88853,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,This Body Pays The Bill$,200,1.54339E+12,58
Two Door Cinema Club,Logged In,Emily,F,5,Benson,168.09751,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Undercover Martyn,200,1.54339E+12,58
Jim Brickman;Herb Alpert;Bruce Upchurch,Logged In,Emily,F,6,Benson,199.54893,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Rendezvous,200,1.54339E+12,58
Dominique A,Logged In,Emily,F,7,Benson,153.20771,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Le Courage Des Oiseaux,200,1.54339E+12,58
Pure Ecstasy,Logged In,Emily,F,8,Benson,238.94159,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Voices,200,1.54339E+12,58
,Logged In,Emily,F,9,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1.54091E+12,887,,200,1.54339E+12,58
Juanes,Logged In,Emily,F,10,Benson,211.77424,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Bailala,200,1.54339E+12,58
Fountains Of Wayne,Logged In,Emily,F,11,Benson,197.40689,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Stacy's Mom,200,1.54339E+12,58
Beastie Boys,Logged In,Emily,F,12,Benson,211.722,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Unite (2009 Digital Remaster),200,1.54339E+12,58
The Black Keys,Logged In,Emily,F,13,Benson,211.01669,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Tighten Up,200,1.54339E+12,58
LMFAO,Logged In,Emily,F,14,Benson,183.74485,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Yes,200,1.54339E+12,58
David Bowie,Logged In,Emily,F,15,Benson,174.41914,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Sorrow (1997 Digital Remaster),200,1.54339E+12,58
Ben Folds,Logged In,Emily,F,16,Benson,254.17098,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,The Ascent Of Stan,200,1.54339E+12,58
Kate Voegele,Logged In,Emily,F,17,Benson,222.64118,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,One Way Or Another,200,1.54339E+12,58
Relient K,Logged In,Emily,F,18,Benson,238.94159,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Jefferson Aeroplane [Demo],200,1.54339E+12,58
Someone Still Loves You Boris Yeltsin,Logged In,Emily,F,19,Benson,97.35791,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Yr Broom (Cd),200,1.54339E+12,58
Luis Miguel,Logged In,Emily,F,20,Benson,256.13016,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,"Suena (""Some Day"" end title song ""The Hunchback of Notre Dame"")",200,1.54339E+12,58
Efecto Mariposa,Logged In,Emily,F,21,Benson,254.37995,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Por quererte,200,1.54339E+12,58
Dif Juz,Logged In,Emily,F,22,Benson,219.16689,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,A Starting Point,200,1.54339E+12,58
,Logged In,Emily,F,23,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Downgrade,1.54091E+12,887,,200,1.54339E+12,58
,Logged In,Emily,F,24,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1.54091E+12,887,,200,1.54339E+12,58
Jaci Velasquez,Logged In,Emily,F,25,Benson,200.95955,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Something (Album Version),200,1.54339E+12,58
The Methadones,Logged In,Emily,F,26,Benson,206.39302,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Falling Forward,200,1.54339E+12,58
SKOLD vs. KMFDM,Logged In,Emily,F,27,Benson,254.4322,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,It's Not What,200,1.54339E+12,58
Leatherface,Logged In,Emily,F,28,Benson,221.09995,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Broken,200,1.54339E+12,58
Scooter,Logged In,Emily,F,29,Benson,342.04689,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Suavemente,200,1.54339E+12,58
,Logged In,Emily,F,30,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Help,1.54091E+12,887,,200,1.54339E+12,58
Kat DeLuna featuring Busta Rhymes,Logged In,Emily,F,31,Benson,213.13261,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,887,Run The Show (featuring Busta Rhymes),200,1.5434E+12,58
