artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54062E+12,689,,200,1.54259E+12,32
Explosions In The Sky,Logged In,Adelyn,F,0,Jordan,497.47546,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54013E+12,458,Your Hand In Mine,200,1.54259E+12,7
,Logged In,Adelyn,F,1,Jordan,,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,Logout,1.54013E+12,458,,307,1.54259E+12,7
,Logged Out,,,2,,,free,,GET,Home,,458,,200,1.54259E+12,
,Logged Out,,,3,,,free,,PUT,Login,,458,,307,1.54259E+12,
,Logged In,Adelyn,F,4,Jordan,,free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1.54013E+12,458,,200,1.54259E+12,7
Paul Van Dyk Featuring Jessica Sutta,Logged In,Layla,F,0,Griffin,425.66485,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,White Lies (Dave Spoon Remix),200,1.54259E+12,24
Tim Hughes,Logged In,Layla,F,1,Griffin,323.47383,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,God of Justice,200,1.54259E+12,24
David Cassidy & The Partridge Family,Logged In,Layla,F,2,Griffin,227.73506,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,I'll Meet You Halfway,200,1.54259E+12,24
Snow Patrol,Logged In,Layla,F,3,Griffin,200.93342,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,Crack The Shutters,200,1.54259E+12,24
Third Eye Blind,Logged In,Layla,F,4,Griffin,347.11465,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,Darwin,200,1.54259E+12,24
HYPOCRISY,Logged In,Layla,F,5,Griffin,331.38893,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,The Quest,200,1.54259E+12,24
Peccatum,Logged In,Layla,F,6,Griffin,283.0624,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,And Pray For Me,200,1.54259E+12,24
Justyna Steczkowska,Logged In,Layla,F,7,Griffin,333.53098,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,Noc...,200,1.5426E+12,24
Bloc Party,Logged In,Layla,F,8,Griffin,259.36934,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,Your Visits Are Getting Shorter,200,1.5426E+12,24
,Logged Out,,,0,,,free,,GET,Home,,562,,200,1.5426E+12,
,Logged Out,,,1,,,free,,GET,About,,562,,200,1.5426E+12,
,Logged Out,,,2,,,free,,PUT,Login,,562,,307,1.5426E+12,
Temprees,Logged In,Layla,F,9,Griffin,177.34485,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,At Last,200,1.5426E+12,24
,Logged In,Martin,M,3,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1.54108E+12,562,,200,1.5426E+12,55
Mickie Krause,Logged In,Layla,F,10,Griffin,204.17261,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1.54106E+12,672,Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West),200,1.5426E+12,24
