artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
,Logged Out,,,0,,,free,,PUT,Login,,741,,307,1.54276E+12,
,Logged In,Theodore,M,1,Smith,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54031E+12,741,,200,1.54276E+12,52
,Logged Out,,,0,,,paid,,GET,Home,,774,,200,1.54276E+12,
,Logged Out,,,1,,,paid,,GET,Home,,774,,200,1.54276E+12,
,Logged Out,,,2,,,paid,,PUT,Login,,774,,307,1.54276E+12,
,Logged In,Tegan,F,3,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,774,,200,1.54276E+12,80
Facto Delafe y las flores azules,Logged In,Tegan,F,4,Levine,315.81995,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Enero en la playa,200,1.54276E+12,80
Kings Of Leon,Logged In,Kate,F,0,Harrell,204.2771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Manhattan,200,1.54276E+12,97
Franz Ferdinand,Logged In,Kate,F,1,Harrell,204.12036,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Michael,200,1.54276E+12,97
Blue October,Logged In,Tegan,F,5,Levine,272.32608,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Drilled A Wire Through My Cheek,200,1.54276E+12,80
,Logged In,Tegan,F,6,Levine,,paid,"Portland-South Portland, ME",PUT,Logout,1.54079E+12,774,,307,1.54276E+12,80
Elisa,Logged In,Kate,F,2,Harrell,248.97261,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Almeno Tu Nell'Universo,200,1.54276E+12,97
,Logged Out,,,7,,,paid,,GET,Home,,774,,200,1.54276E+12,
,Logged Out,,,8,,,paid,,PUT,Login,,774,,307,1.54276E+12,
The Killers,Logged In,Kate,F,3,Harrell,225.12281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,A Dustland Fairytale,200,1.54276E+12,97
FranÃÂ§oise Hardy,Logged In,Kate,F,4,Harrell,210.12853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Noir Sur Blanc,200,1.54276E+12,97
Air,Logged In,Kate,F,5,Harrell,212.21832,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Playground Love,200,1.54276E+12,97
Ferry Corsten,Logged In,Kate,F,6,Harrell,219.55873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Punk (Radio Edit),200,1.54276E+12,97
Beastie Boys,Logged In,Kate,F,7,Harrell,211.722,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Unite (2009 Digital Remaster),200,1.54276E+12,97
Henryk Gorecki,Logged In,Kate,F,8,Harrell,1029.642,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Symphony No. 3: III. Lento - Cantablile Semplice,200,1.54276E+12,97
,Logged In,Tegan,F,9,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,774,,200,1.54276E+12,80
Jill Scott,Logged In,Tegan,F,10,Levine,213.39383,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Gimme,200,1.54276E+12,80
Fleet Foxes,Logged In,Kate,F,9,Harrell,253.04771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Drops In The River,200,1.54276E+12,97
The Wallflowers,Logged In,Tegan,F,11,Levine,389.95546,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Another One In The Dark,200,1.54276E+12,80
Orishas,Logged In,Kate,F,10,Harrell,242.85995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Atrevido,200,1.54276E+12,97
Coyote Shivers,Logged In,Kate,F,11,Harrell,335.15057,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,You're Mine,200,1.54277E+12,97
Adoniran Barbosa,Logged In,Tegan,F,12,Levine,225.74975,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Fica Mais Um Pouco Amor,200,1.54277E+12,80
Traveling Wilburys,Logged In,Tegan,F,13,Levine,207.59465,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,End Of The Line,200,1.54277E+12,80
ISRAEL & NEW BREED,Logged In,Kate,F,12,Harrell,191.76444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Favor Of The Lord,200,1.54277E+12,97
Selena,Logged In,Tegan,F,14,Levine,235.88526,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Ya No,200,1.54277E+12,80
Sunbeam,Logged In,Kate,F,13,Harrell,383.21587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,One Minute In Heaven,200,1.54277E+12,97
Guru Josh Project,Logged In,Tegan,F,15,Levine,192.15628,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Infinity 2008,200,1.54277E+12,80
Modeselektor,Logged In,Kate,F,14,Harrell,290.40281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Hasir,200,1.54277E+12,97
Emma Bunton,Logged In,Tegan,F,16,Levine,241.05751,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,What Took You So Long,200,1.54277E+12,80
The All-American Rejects,Logged In,Tegan,F,17,Levine,239.22893,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Move Along,200,1.54277E+12,80
Kings Of Leon,Logged In,Kate,F,15,Harrell,201.79546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Revelry,200,1.54277E+12,97
Megadeth,Logged In,Tegan,F,18,Levine,152.65914,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Paranoid,200,1.54277E+12,80
Coldplay,Logged In,Kate,F,16,Harrell,291.60444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,671,Speed Of Sound,200,1.54277E+12,97
,Logged In,Kate,F,17,Harrell,,paid,"Lansing-East Lansing, MI",GET,Downgrade,1.54047E+12,671,,200,1.54277E+12,97
Harmonia,Logged In,Tegan,F,19,Levine,655.77751,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Sehr kosmisch,200,1.54277E+12,80
,Logged In,Tucker,M,0,Garrison,,free,"Oxnard-Thousand Oaks-Ventura, CA",GET,Home,1.54083E+12,784,,200,1.54277E+12,40
Eyehategod,Logged In,Tegan,F,20,Levine,310.85669,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Anxiety Hangover,200,1.54277E+12,80
Entre RÃÂ­os,Logged In,Tucker,M,1,Garrison,281.15546,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1.54083E+12,784,Hoy No,200,1.54277E+12,40
Rammstein,Logged In,Tegan,F,21,Levine,289.2273,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Du Riechst So Gut,200,1.54277E+12,80
Delerium,Logged In,Tegan,F,22,Levine,455.8624,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,Drama,200,1.54277E+12,80
,Logged In,Tegan,F,23,Levine,,paid,"Portland-South Portland, ME",PUT,Logout,1.54079E+12,774,,307,1.54277E+12,80
,Logged Out,,,24,,,paid,,GET,Home,,774,,200,1.54277E+12,
,Logged Out,,,25,,,paid,,PUT,Login,,774,,307,1.54277E+12,
,Logged In,Tegan,F,26,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,774,,200,1.54277E+12,80
Gareth Emery,Logged In,Tegan,F,27,Levine,478.92853,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,774,More Than Everything,200,1.54277E+12,80
