artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Miami Horror,Logged In,Kate,F,88,Harrell,250.8273,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Sometimes,200,1.54155E+12,97
The White Stripes,Logged In,Kate,F,89,Harrell,241.8673,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,My Doorbell (Album Version),200,1.54155E+12,97
Juan Carmona,Logged In,Kate,F,90,Harrell,331.44118,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Panales de Algodon,200,1.54155E+12,97
Alison Krauss / Union Station,Logged In,Kate,F,91,Harrell,171.04934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Restless,200,1.54155E+12,97
Bullet For My Valentine,Logged In,Kate,F,92,Harrell,235.65016,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Begging For Mercy,200,1.54155E+12,97
BjÃÂ¶rk,Logged In,Kate,F,93,Harrell,348.57751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Undo,200,1.54155E+12,97
Kanye West,Logged In,Kate,F,94,Harrell,198.47791,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Celebration,200,1.54155E+12,97
Amy Winehouse,Logged In,Ayla,F,0,Johnson,231.52281,free,"Santa Rosa, CA",PUT,NextSong,1.54088E+12,223,Stronger Than Me,200,1.54155E+12,63
Saosin,Logged In,Kate,F,95,Harrell,238.10567,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,You're Not Alone,200,1.54155E+12,97
Gorillaz,Logged In,Kate,F,96,Harrell,195.44771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Last Living Souls,200,1.54155E+12,97
World Inferno/Friendship Society_ The,Logged In,Kate,F,97,Harrell,125.83138,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Everybody Comes to Rick's,200,1.54155E+12,97
Fall Out Boy,Logged In,Kate,F,98,Harrell,172.01587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Don't You Know Who I Think I Am?,200,1.54155E+12,97
Lonnie Gordon,Logged In,Kate,F,99,Harrell,181.21098,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1.54155E+12,97
Crystal Castles,Logged In,Kate,F,100,Harrell,213.05424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Not In Love,200,1.54155E+12,97
,Logged In,Martin,M,0,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1.54108E+12,303,,200,1.54155E+12,55
Cage The Elephant,Logged In,Kate,F,101,Harrell,175.12444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Ain't No Rest For The Wicked (Original Version),200,1.54155E+12,97
Rick Ross,Logged In,Kate,F,102,Harrell,277.36771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1.54047E+12,293,Luxury Tax,200,1.54155E+12,97
,Logged In,Kate,F,103,Harrell,,paid,"Lansing-East Lansing, MI",PUT,Logout,1.54047E+12,293,,307,1.54155E+12,97
,Logged Out,,,104,,,paid,,GET,Home,,293,,200,1.54155E+12,
,Logged Out,,,105,,,paid,,GET,Home,,293,,200,1.54155E+12,
Lovehatehero,Logged In,Kaylee,F,0,Summers,216.65914,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,181,Red Dress,200,1.54155E+12,8
Justin Bieber,Logged In,Kaylee,F,1,Summers,264.35873,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,181,Never Let You Go,200,1.54155E+12,8
Zero 7,Logged In,Kaylee,F,2,Summers,199.96689,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,181,You're My Flame [Album Version],200,1.54155E+12,8
Yeah Yeah Yeahs,Logged In,Kaylee,F,3,Summers,220.96934,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,181,Heads Will Roll,200,1.54155E+12,8
4 Skins,Logged In,Kaylee,F,4,Summers,165.51138,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,181,Clockwork Skinhead,200,1.54156E+12,8
Anne-Lie RydÃÂ©,Logged In,Wyatt,M,0,Scott,176.90077,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,8,SÃÂ¥n't ÃÂr Livet (You Can Have Her) (2002 Digital Remaster),200,1.54156E+12,9
The Smiths,Logged In,Wyatt,M,1,Scott,242.9122,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,8,There Is A Light That Never Goes Out,200,1.54156E+12,9
Metallica,Logged In,Wyatt,M,2,Scott,515.21261,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,8,Master Of Puppets,200,1.54156E+12,9
Flight Of The Conchords,Logged In,Kynnedi,F,0,Sanchez,148.55791,free,"Cedar Rapids, IA",PUT,NextSong,1.54108E+12,192,Too Many Dicks (On The Dance Floor),200,1.54156E+12,89
In Flames,Logged In,Kynnedi,F,1,Sanchez,255.76444,free,"Cedar Rapids, IA",PUT,NextSong,1.54108E+12,192,Come Clarity,200,1.54156E+12,89
Juan Carlos Baglietto,Logged In,Wyatt,M,3,Scott,221.80526,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,8,Cuando,200,1.54156E+12,9
Juan Carlos Baglietto,Logged In,Wyatt,M,4,Scott,285.64853,free,"Eureka-Arcata-Fortuna, CA",PUT,NextSong,1.54087E+12,8,Era En Abril,200,1.54156E+12,9
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1.54094E+12,283,,200,1.54156E+12,49
Saliva,Logged In,Ava,F,0,Robinson,252.44689,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,313,Click Click Boom,200,1.54157E+12,50
Soul II Soul,Logged In,Jayden,M,0,Fox,239.67302,free,"New Orleans-Metairie, LA",PUT,NextSong,1.54103E+12,298,How Long,200,1.54157E+12,101
Los Rodriguez,Logged In,Ava,F,1,Robinson,205.21751,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,313,Enganchate Conmigo,200,1.54157E+12,50
Twista feat. Kayne West & Jamie Foxx,Logged In,Ava,F,2,Robinson,212.55791,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,313,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),200,1.54157E+12,50
Slim Cessna's Auto Club,Logged In,Ava,F,3,Robinson,333.37424,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,313,Unto The Day,200,1.54157E+12,50
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1.54027E+12,286,,200,1.54157E+12,10
,Logged In,Sylvie,F,1,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Settings,1.54027E+12,286,,200,1.54157E+12,10
Philippe Rochard,Logged In,Theodore,M,0,Harris,360.51546,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,162,Crumpshit,200,1.54157E+12,14
,Logged In,Sylvie,F,2,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1.54027E+12,286,,200,1.54157E+12,10
Mike And The Mechanics,Logged In,Theodore,M,1,Harris,275.12118,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,162,A Beggar On A Beach Of Gold,200,1.54157E+12,14
No Doubt,Logged In,Theodore,M,2,Harris,213.31546,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,162,Hey You,200,1.54157E+12,14
The White Stripes,Logged In,Sylvie,F,3,Cruz,231.81016,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1.54027E+12,286,Seven Nation Army (Album Version),200,1.54157E+12,10
Oscar Peterson,Logged In,Theodore,M,3,Harris,516.70159,free,"Red Bluff, CA",PUT,NextSong,1.5411E+12,162,Nighttime,200,1.54157E+12,14
Jem,Logged In,Adler,M,0,Barrera,242.18077,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54084E+12,301,Amazing Life,200,1.54158E+12,100
Jagged Edge featuring Run of Run DMC,Logged In,Adler,M,1,Barrera,248.37179,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54084E+12,301,Let's Get Married,200,1.54158E+12,100
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1.54079E+12,329,,200,1.54158E+12,80
Arctic Monkeys,Logged In,Tegan,F,1,Levine,152.60689,free,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,329,Baby I'm Yours,200,1.54158E+12,80
,Logged In,Ava,F,0,Robinson,,free,"New Haven-Milford, CT",GET,Home,1.54093E+12,338,,200,1.54158E+12,50
Pixies,Logged In,Ava,F,1,Robinson,89.36444,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,338,Build High,200,1.54158E+12,50
The Roots / Jack Davey,Logged In,Ava,F,2,Robinson,155.95057,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,338,Atonement,200,1.54158E+12,50
Mike And The Mechanics,Logged In,Ava,F,3,Robinson,275.12118,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,338,A Beggar On A Beach Of Gold,200,1.54158E+12,50
Faithless,Logged In,Ava,F,4,Robinson,495.3073,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,338,Music Matters (Mark Knight Dub),200,1.54158E+12,50
Kings Of Leon,Logged In,Aiden,M,0,Hess,227.13424,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1.54083E+12,204,Be Somebody,200,1.54159E+12,86
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1.54027E+12,339,,200,1.54159E+12,10
Vader,Logged In,Sylvie,F,1,Cruz,128.91383,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1.54027E+12,339,Carnal,200,1.54159E+12,10
Wu-Tang Clan,Logged In,Sylvie,F,2,Cruz,122.46159,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1.54027E+12,339,Impossible,200,1.54159E+12,10
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1.54102E+12,326,,200,1.54159E+12,26
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,319,,200,1.54159E+12,66
Matt Nathanson,Logged In,Kevin,M,1,Arellano,187.03628,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,319,Bare,200,1.54159E+12,66
Lily Allen,Logged In,Kevin,M,2,Arellano,194.76853,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,319,Smile,200,1.54159E+12,66
,Logged In,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",GET,Home,1.54103E+12,337,,200,1.5416E+12,101
,Logged In,Lily,F,0,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1.54105E+12,221,,200,1.5416E+12,15
Harmonia,Logged In,Aleena,F,0,Kirby,655.77751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Sehr kosmisch,200,1.5416E+12,44
Avril Lavigne,Logged In,Lily,F,1,Koch,239.90812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Keep Holding On,200,1.5416E+12,15
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54062E+12,320,,200,1.5416E+12,32
White Lion,Logged In,Lily,F,2,Koch,378.93179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,When The Children Cry,200,1.5416E+12,15
Lifehouse,Logged In,Lily,F,3,Koch,195.47383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,You And Me (Wedding Version),200,1.5416E+12,15
Entombed,Logged In,Aleena,F,1,Kirby,237.73995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Stranger Aeons,200,1.5416E+12,44
Miley Cyrus,Logged In,Lily,F,4,Koch,236.85179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,The Climb,200,1.5416E+12,15
Ray Barretto,Logged In,Aleena,F,2,Kirby,251.79383,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Indestructible,200,1.5416E+12,44
Syd Barrett,Logged In,Lily,F,5,Koch,332.32934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Lanky (Part One),200,1.5416E+12,15
Thievery Corporation,Logged In,Aleena,F,3,Kirby,225.85424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Racing East,200,1.5416E+12,44
,Logged In,Aleena,F,4,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1.54102E+12,285,,200,1.5416E+12,44
Jack Johnson,Logged In,Aleena,F,5,Kirby,210.85995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Angel,200,1.5416E+12,44
Todd Barry,Logged In,Lily,F,6,Koch,126.82404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Sugar Ray (LP Version),200,1.5416E+12,15
Eddie Vedder,Logged In,Lily,F,7,Koch,164.17914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Guaranteed,200,1.5416E+12,15
Arcade Fire,Logged In,Aleena,F,6,Kirby,343.69261,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,No Cars Go,200,1.5416E+12,44
Cartola,Logged In,Lily,F,8,Koch,188.65587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Verde Que Te Quero Rosa,200,1.5416E+12,15
,Logged Out,,,0,,,free,,PUT,Login,,177,,307,1.5416E+12,
India.Arie,Logged In,Lily,F,9,Koch,212.13995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Good Man,200,1.5416E+12,15
Avril Lavigne,Logged In,Aleena,F,7,Kirby,212.40118,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1.54102E+12,285,Tomorrow,200,1.5416E+12,44
,Logged In,Morris,M,1,Gilmore,,free,"Raleigh, NC",GET,Home,1.54097E+12,177,,200,1.5416E+12,23
Dwight Yoakam,Logged In,Morris,M,2,Gilmore,239.3073,free,"Raleigh, NC",PUT,NextSong,1.54097E+12,177,You're The One,200,1.5416E+12,23
BeyoncÃÂ©,Logged In,Lily,F,10,Koch,261.74649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Halo,200,1.5416E+12,15
Franz Ferdinand,Logged In,Lily,F,11,Koch,247.24853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Take Me Out,200,1.5416E+12,15
Leggo Beast,Logged In,Lily,F,12,Koch,321.93261,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Itchy Feet,200,1.5416E+12,15
Daft Punk,Logged In,Lily,F,13,Koch,369.34485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Aerodynamic (Daft Punk Remix),200,1.5416E+12,15
Interpol,Logged In,Lily,F,14,Koch,247.66649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1.54105E+12,221,Narc,200,1.5416E+12,15
