artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Great Lake Swimmers,Logged In,Kevin,M,0,Arellano,215.11791,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Your Rocky Spine,200,1.54293E+12,66
Soziedad Alkoholika,Logged In,Kevin,M,1,Arellano,204.7473,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Va Bien,200,1.54293E+12,66
Franz Ferdinand,Logged In,Kevin,M,2,Arellano,172.01587,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Eleanor Put Your Boots On,200,1.54293E+12,66
Modest Mouse,Logged In,Kevin,M,3,Arellano,209.52771,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Float On,200,1.54293E+12,66
Adam Lambert,Logged In,Kevin,M,4,Arellano,266.44853,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Aftermath,200,1.54293E+12,66
Parni Valjak,Logged In,Kevin,M,5,Arellano,259.83955,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Dok si pored mene,200,1.54293E+12,66
,Logged In,Kevin,M,6,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1.54001E+12,815,,200,1.54293E+12,66
Flaw,Logged In,Kevin,M,7,Arellano,265.89995,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Not Enough,200,1.54293E+12,66
Foo Fighters,Logged In,Kevin,M,8,Arellano,250.14812,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Everlong,200,1.54293E+12,66
ÃÂngeles del Infierno,Logged In,Kevin,M,9,Arellano,267.25832,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,Si TÃÂº No EstÃÂ¡s AquÃÂ­,200,1.54293E+12,66
Smash Mouth,Logged In,Kevin,M,10,Arellano,216.39791,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,815,All Star,200,1.54293E+12,66
,Logged In,Ayla,F,0,Johnson,,free,"Santa Rosa, CA",GET,Home,1.54088E+12,839,,200,1.54293E+12,63
BeyoncÃÂ© feat. Jay-Z,Logged In,Ayla,F,1,Johnson,235.93751,free,"Santa Rosa, CA",PUT,NextSong,1.54088E+12,839,Crazy In Love,200,1.54293E+12,63
Aaliyah,Logged In,Ayla,F,2,Johnson,228.28363,free,"Santa Rosa, CA",PUT,NextSong,1.54088E+12,839,More Than A Woman,200,1.54293E+12,63
,Logged In,Emily,F,0,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1.54091E+12,821,,200,1.54294E+12,58
Coldplay,Logged In,Emily,F,1,Benson,268.38159,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,821,Yellow,200,1.54294E+12,58
Martin Solveig,Logged In,Emily,F,2,Benson,246.282,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1.54091E+12,821,Something About You,200,1.54294E+12,58
,Logged In,Emily,F,3,Benson,,paid,"Augusta-Richmond County, GA-SC",PUT,Logout,1.54091E+12,821,,307,1.54294E+12,58
,Logged Out,,,4,,,paid,,GET,Home,,821,,200,1.54294E+12,
,Logged Out,,,5,,,paid,,GET,About,,821,,200,1.54294E+12,
,Logged Out,,,6,,,paid,,PUT,Login,,821,,307,1.54294E+12,
,Logged In,Emily,F,7,Benson,,paid,"Augusta-Richmond County, GA-SC",GET,Home,1.54091E+12,821,,200,1.54294E+12,58
Simple Minds,Logged In,Ryan,M,0,Smith,240.03873,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,845,Glittering Prize,200,1.54294E+12,26
Guns N' Roses,Logged In,Ryan,M,1,Smith,284.05506,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1.54102E+12,845,Don't Cry (Original),200,1.54294E+12,26
Erin Bode,Logged In,Rylan,M,0,George,252.05506,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Here_ There And Everywhere,200,1.54294E+12,16
Blue Oyster Cult,Logged In,Rylan,M,1,George,322.42893,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Buck's Boogie,200,1.54295E+12,16
Little Boots,Logged In,Rylan,M,2,George,195.94404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Meddle,200,1.54295E+12,16
FM Static,Logged In,Rylan,M,3,George,218.27873,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Tonight,200,1.54295E+12,16
Dead Kennedys,Logged In,Rylan,M,4,George,90.40934,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Terminal Preppie,200,1.54295E+12,16
Jim Jones & Ron Browz featuring Juelz Santana,Logged In,Rylan,M,5,George,215.97995,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,Pop Champagne,200,1.54295E+12,16
Dr. Dre / Eminem / Alvin Joiner,Logged In,Rylan,M,6,George,244.21832,paid,"Birmingham-Hoover, AL",PUT,NextSong,1.54102E+12,617,What's The Difference,200,1.54295E+12,16
The Cinematic Orchestra,Logged In,Kevin,M,0,Arellano,373.9424,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,850,To Build A Home,200,1.54295E+12,66
Cradle Of Filth,Logged In,Kevin,M,1,Arellano,355.94404,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,850,Tonight In Flames (Album Version),200,1.54295E+12,66
Disturbed,Logged In,Cecilia,F,0,Owens,224.86159,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,847,Numb (Album Version),200,1.54295E+12,6
Viola,Logged In,Kevin,M,2,Arellano,260.25751,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1.54001E+12,850,Nostalgia Amnesia,200,1.54295E+12,66
Justin Bieber,Logged In,Cecilia,F,1,Owens,220.89098,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,847,Somebody To Love,200,1.54295E+12,6
,Logged In,Wyatt,M,0,Scott,,free,"Eureka-Arcata-Fortuna, CA",GET,Home,1.54087E+12,830,,200,1.54295E+12,9
Dwight Yoakam,Logged In,Cecilia,F,2,Owens,239.3073,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,847,You're The One,200,1.54295E+12,6
,Logged In,Anabelle,F,0,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1.54104E+12,791,,200,1.54295E+12,69
Ivy,Logged In,Anabelle,F,1,Simpson,264.61995,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1.54104E+12,791,Edge Of The Ocean,200,1.54295E+12,69
Jill Barber,Logged In,Ava,F,0,Robinson,199.52281,free,"New Haven-Milford, CT",PUT,NextSong,1.54093E+12,836,Two Brown Eyes,200,1.54296E+12,50
Bootsy Collins,Logged In,Celeste,F,0,Williams,411.42812,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,826,Stretchin' Out (In A Rubber Band) (LP Version),200,1.54296E+12,53
Toy-Box,Logged In,Cienna,F,0,Freeman,197.79873,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.541E+12,131,Eenie_ Meenie_ Miney_ Mo,200,1.54296E+12,56
,Logged Out,,,0,,,free,,PUT,Login,,755,,307,1.54296E+12,
,Logged In,Noah,M,1,Chavez,,free,"Ogden-Clearfield, UT",GET,Home,1.54097E+12,755,,200,1.54296E+12,94
The Libertines,Logged In,Noah,M,2,Chavez,203.72853,free,"Ogden-Clearfield, UT",PUT,NextSong,1.54097E+12,755,Can't Stand Me Now,200,1.54296E+12,94
Beirut,Logged In,Cienna,F,1,Freeman,142.31465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.541E+12,131,The Penalty,200,1.54296E+12,56
Amy Winehouse,Logged In,Noah,M,3,Chavez,154.14812,free,"Ogden-Clearfield, UT",PUT,NextSong,1.54097E+12,755,Love Is A Losing Game,200,1.54296E+12,94
,Logged In,Connar,M,0,Moreno,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54082E+12,752,,200,1.54296E+12,62
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1.54027E+12,788,,200,1.54296E+12,10
,Logged In,Jordyn,F,0,Powell,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1.54083E+12,357,,200,1.54297E+12,98
Slipknot,Logged In,Jordyn,F,1,Powell,278.59546,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1.54083E+12,357,Before I Forget (Album Version),200,1.54297E+12,98
The All-American Rejects,Logged In,Jordyn,F,2,Powell,183.61424,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1.54083E+12,357,One More Sad Song,200,1.54297E+12,98
Guns N' Roses,Logged In,Andrea,F,0,Butler,406.17751,free,"Pensacola-Ferry Pass-Brent, FL",PUT,NextSong,1.5411E+12,745,Paradise City,200,1.54297E+12,90
Harmonia,Logged In,Tegan,F,0,Levine,655.77751,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Sehr kosmisch,200,1.54297E+12,80
Roky Erickson,Logged In,Andrea,F,1,Butler,248.0322,free,"Pensacola-Ferry Pass-Brent, FL",PUT,NextSong,1.5411E+12,745,Cold night for alligators,200,1.54297E+12,90
Modest Mouse,Logged In,Tegan,F,1,Levine,58.90567,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Interlude (Milo),200,1.54297E+12,80
Velour 100,Logged In,Tegan,F,2,Levine,202.29179,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Clouds (Of Color Bright Album Version),200,1.54297E+12,80
Soundgarden,Logged In,Tegan,F,3,Levine,290.11546,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Burden In My Hand,200,1.54297E+12,80
Shinedown,Logged In,Tegan,F,4,Levine,229.98159,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Devour (Album Version),200,1.54297E+12,80
Benassi Bros.,Logged In,Tegan,F,5,Levine,348.60363,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Turn Me Up (Sfaction Version / Feat. Sandy),200,1.54297E+12,80
The Black Keys,Logged In,Tegan,F,6,Levine,211.01669,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,848,Tighten Up,200,1.54297E+12,80
