artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Muse,Logged In,Harper,M,1,Barrett,209.50159,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Supermassive Black Hole (Twilight Soundtrack Version),200,1.54172E+12,42
Beastie Boys,Logged In,Harper,M,2,Barrett,161.56689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Lighten Up,200,1.54172E+12,42
Shakira,Logged In,Harper,M,3,Barrett,145.84118,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Pienso En Ti,200,1.54172E+12,42
Selena,Logged In,Harper,M,4,Barrett,172.66893,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Amor Prohibido,200,1.54172E+12,42
Kid Cudi Vs Crookers,Logged In,Harper,M,5,Barrett,162.97751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Day 'N' Nite,200,1.54172E+12,42
Rise Against,Logged In,Harper,M,6,Barrett,179.59138,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Black Masks & Gasoline,200,1.54172E+12,42
Fall Out Boy,Logged In,Harper,M,7,Barrett,211.69587,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),200,1.54172E+12,42
Jack Johnson,Logged In,Harper,M,8,Barrett,196.12689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Staple It Together,200,1.54172E+12,42
Twista feat. Kayne West & Jamie Foxx,Logged In,Harper,M,9,Barrett,212.55791,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),200,1.54172E+12,42
Train,Logged In,Harper,M,10,Barrett,216.76363,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Hey_ Soul Sister,200,1.54172E+12,42
Rihanna,Logged In,Harper,M,11,Barrett,293.82485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Rehab,200,1.54172E+12,42
Man Man,Logged In,Harper,M,12,Barrett,222.45832,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Van Helsing Boombox,200,1.54172E+12,42
Ween,Logged In,Harper,M,13,Barrett,276.13995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,The Stallion,200,1.54172E+12,42
Charttraxx Karaoke,Logged In,Harper,M,14,Barrett,225.17506,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Fireflies,200,1.54172E+12,42
Digitalism,Logged In,Harper,M,15,Barrett,208.24771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,I Want I Want,200,1.54172E+12,42
Dispatch,Logged In,Harper,M,16,Barrett,247.50975,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Railway,200,1.54173E+12,42
Postal Service,Logged In,Harper,M,17,Barrett,294.47791,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Clark Gable (Album),200,1.54173E+12,42
Patricia Barber,Logged In,Harper,M,18,Barrett,317.83138,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Phaeton,200,1.54173E+12,42
Enur,Logged In,Harper,M,19,Barrett,203.4673,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Ucci Ucci feat. Nicki Minaj & The Chopper City Boyz,200,1.54173E+12,42
Hybrid,Logged In,Harper,M,20,Barrett,379.61098,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Choke,200,1.54173E+12,42
Riverside,Logged In,Harper,M,21,Barrett,236.2771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Stuck Between,200,1.54173E+12,42
Enigma,Logged In,Harper,M,22,Barrett,272.48281,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Smell Of Desire.,200,1.54173E+12,42
Arcade Fire,Logged In,Harper,M,23,Barrett,267.80689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Headlights Look Like Diamonds,200,1.54173E+12,42
,Logged In,Harper,M,24,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Help,1.54069E+12,275,,200,1.54173E+12,42
Spoon,Logged In,Harper,M,25,Barrett,274.36363,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Out Go The Lights,200,1.54173E+12,42
The Wannadies,Logged In,Harper,M,26,Barrett,170.86649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,You & Me Song,200,1.54173E+12,42
Tricky,Logged In,Harper,M,27,Barrett,261.43302,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Girls (Album version),200,1.54173E+12,42
Tony Rice,Logged In,Harper,M,28,Barrett,321.98485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Wayfaring Stranger,200,1.54173E+12,42
Rasheeda,Logged In,Harper,M,29,Barrett,212.40118,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Sweep The Flo (Featuring Diamond),200,1.54173E+12,42
George Younce,Logged In,Harper,M,30,Barrett,191.68608,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,This Old House w/ When The Saints Medley,200,1.54173E+12,42
Alex Gopher,Logged In,Harper,M,31,Barrett,221.6224,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Brain Leech,200,1.54173E+12,42
Aphex Twin,Logged In,Harper,M,32,Barrett,430.18404,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,Didgeridoo,200,1.54173E+12,42
Emmanuel Moire,Logged In,Harper,M,33,Barrett,277.08036,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,LÃÂ  OÃÂ¹ Je Pars,200,1.54173E+12,42
Josh Turner,Logged In,Harper,M,34,Barrett,212.16608,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54069E+12,275,I Wouldn't Be A Man,200,1.54173E+12,42
Carlos Y JosÃÂ©,Logged In,Chloe,F,0,Cuevas,166.45179,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,336,Soy AlbaÃÂ±il,200,1.54173E+12,49
Motionless in White,Logged In,Cecilia,F,0,Owens,217.57342,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54103E+12,288,Ghost In The Mirror,200,1.54173E+12,6
