artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Mohammad,M,0,Rodriguez,277.15873,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,961,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1.54328E+12,88
Jimi Hendrix,Logged In,Mohammad,M,1,Rodriguez,239.82975,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,961,Woodstock Inprovisation,200,1.54328E+12,88
Building 429,Logged In,Mohammad,M,2,Rodriguez,300.61669,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,961,Majesty (LP Version),200,1.54328E+12,88
The B-52's,Logged In,Gianna,F,0,Jones,321.54077,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54087E+12,107,Love Shack,200,1.54328E+12,38
Die Mooskirchner,Logged In,Gianna,F,1,Jones,169.29914,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54087E+12,107,Frisch und g'sund,200,1.54328E+12,38
Carrie Underwood,Logged In,Gianna,F,2,Jones,195.70893,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1.54087E+12,107,Look At Me,200,1.54328E+12,38
,Logged In,Evelin,F,0,Ayala,,free,"Milwaukee-Waukesha-West Allis, WI",GET,Home,1.54101E+12,586,,200,1.54329E+12,34
No Te Va Gustar,Logged In,Kaylee,F,0,Summers,246.43873,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,833,Ya EntendÃÂ­,200,1.54329E+12,8
The Velvet Underground / Nico,Logged In,Kaylee,F,1,Summers,360.09751,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,833,All Tomorrow's Parties,200,1.54329E+12,8
Snoop Dogg / Jamie Foxx,Logged In,Kaylee,F,2,Summers,179.35628,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,833,Psst!,200,1.54329E+12,8
Dixie Chicks,Logged In,Kaylee,F,3,Summers,201.01179,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1.54034E+12,833,There's Your Trouble,200,1.54329E+12,8
,Logged In,Kaylee,F,4,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",GET,Settings,1.54034E+12,833,,200,1.54329E+12,8
